,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
204,56213,BANKNIFTY29SEP2234600PE,BANKNIFTY,29SEP2022,3460000.000000,25,OPTIDX,NFO,5.000000
205,46227,BANKNIFTY08SEP2236800CE,BANKNIFTY,08SEP2022,3680000.000000,25,OPTIDX,NFO,5.000000
206,82515,BANKNIFTY25AUG2231600CE,BANKNIFTY,25AUG2022,3160000.000000,25,OPTIDX,NFO,5.000000
207,46107,BANKNIFTY08SEP2234800PE,BANKNIFTY,08SEP2022,3480000.000000,25,OPTIDX,NFO,5.000000
208,82584,BANKNIFTY25AUG2234600PE,BANKNIFTY,25AUG2022,3460000.000000,25,OPTIDX,NFO,5.000000
209,38714,BANKNIFTY27OCT2241600PE,BANKNIFTY,27OCT2022,4160000.000000,25,OPTIDX,NFO,5.000000
210,82611,BANKNIFTY25AUG2235600CE,BANKNIFTY,25AUG2022,3560000.000000,25,OPTIDX,NFO,5.000000
211,57097,BANKNIFTY27OCT2236600CE,BANKNIFTY,27OCT2022,3660000.000000,25,OPTIDX,NFO,5.000000
212,36233,BANKNIFTY25AUG2242200PE,BANKNIFTY,25AUG2022,4220000.000000,25,OPTIDX,NFO,5.000000
213,59047,BANKNIFTY22SEP2240800PE,BANKNIFTY,22SEP2022,4080000.000000,25,OPTIDX,NFO,5.000000
